paper_id,title,journal,year,doi,catalyst_type,catalyst_name,pollutant_category,pollutant_name,oxidant,mechanism_category,identified_species,dominant_species,removal_efficiency_pct,reaction_time_min,rate_constant,rate_constant_unit,reusability_cycles,key_active_sites,is_photo_assisted,is_electrochemical
Uncovering-the-pathway-of-peroxymonosulfate-activation-ove_2023_Applied-Cata,Uncovering the pathway of peroxymonosulfate activation over Coo.5Zn0.5O nanosheets for singlet oxygen generation: Performance and membrane application,Applied Catalysis B: Environmental,2023,10.1016/j.apcatb.2023.122429,Metal oxide,Coo.5Zn0.5O,Antibiotic,tetracycline,PMS,Non-radical,1O2,1O2,99.53,5,1.16,min-1,5,dual Co-Zn sites,False,False
Understanding-of-interfacial-molecular-interactions-an_2024_Applied-Catalysi,Understanding of interfacial molecular interactions and inner-sphere reaction mechanism in heterogeneous Fenton-like catalysis on Mn-N4 site,Applied Catalysis B: Environmental,2023,10.1016/j.apcatb.2023.123619,SAC,Mnsa-NCNT,Phenolic compound,4-chlorophenol,PMS,Non-radical,,,100,10,0.4407,min-1,,Mn-N4,False,False
Unraveling-the-discriminative-mechanisms-for-peroxy-acti_2024_Applied-Cataly,Unraveling the discriminative mechanisms for peroxy activation via atomically dispersed Fe-N5 sites for tunable water decontamination,,2023,10.1016/j.apcatb.2023.123240,SAC,Fe-SAC,Pharmaceutical,Acyclovir,PMS,Non-radical,•OH; 1O2; Fe(IV)=O,1O2,100,10,,min-1,5,Fe-N5,False,False
Unraveling-the-intrinsic-mechanism-behind-the-selective-oxidation-_2023_Wate,Unraveling the intrinsic mechanism behind the selective oxidation of sulfonamide antibiotics in the Mn(II)/periodate process: The overlooked surface-mediated electron transfer process,,2023,10.1016/j.watres.2023.120507,Metal oxide,colloidal MnO2,Antibiotic,sulfonamide antibiotics,PI,Non-radical,,,100,10,2.6177,min-1,,aniline moiety; -NH2 group,False,False
Unsaturated-single-atom-CoN3-sites-for-improved-fento_2023_Applied-Catalysis,Unsaturated single-atom CoN3 sites for improved fenton-like reaction towards high-valent metal species,,2023,10.1016/j.apcatb.2023.122368,SAC,CoN3,Dye,Rhodamine B,PMS,Non-radical,SO4•−; •OH; Co(IV),Co(IV),100,5,1.1,min-1,4,unsaturated CoN3 sites,False,False
Unveiling-enhanced-electron-mediated-peroxymonosulfate_2024_Applied-Catalysi,Unveiling enhanced electron-mediated peroxymonosulfate activation for degradation of emerging organic pollutants,,2023,10.1016/j.apcatb.2023.123356,MOF-derived,Co-Fe-MDNI,Phenolic compound,Bisphenol A,PMS,Non-radical,O2•−,electron transfer,,,2.06,min-1,4,Co-Fe atomic pairs,False,False
Unveiling-the-structure-activity-relationships-of-ofloxacin_2023_Chemical-En,Unveiling the structure-activity relationships of ofloxacin degradation by Co3O4-activated peroxymonosulfate: From microstructures to exposed facets,,2023,10.1016/j.cej.2023.143396,Metal oxide,Co3O4,Antibiotic,ofloxacin,PMS,Radical,SO4•−; •OH; O2•−; 1O2,SO4•−,100,30,,min-1,3,Co²⁺; oxygen vacancies; (111) facet; (222) facet; (400) facet,False,False
Valorization-of-manganese-residue-to-construct-amorphous-MnO_2023_Journal-of,Valorization of manganese residue to construct amorphous MnO2/ α-Fe2O3@geopolymer Z-scheme heterojunction for efficient Cr(VI) reduction and ciprofloxacin degradation,,2023,10.1016/j.jclepro.2023.136634,Metal oxide,amorphous MnO2/α-Fe2O3@geopolymer sphere,Antibiotic,ciprofloxacin,H2O2,Radical,•OH; O2•−; h+; e-,•OH and O2•−,99.1,40,0.122,min-1,5,oxygen vacancies; Fe-Mn interface; amorphous MnO2,True,False
Visible-light-enhanced-peroxymonosulfate-activation-on-Co_2023_Separation-an,Visible-light enhanced peroxymonosulfate activation on Co3O4/MnO2 for the degradation of tetracycline: Cooperation of radical and non-radical mechanisms,,2023,10.1016/j.seppur.2023.123779,Metal oxide,Co3O4/MnO2 heterojunction,Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; 1O2; h+,"1O2, h+, SO4•−",99.4,60,0.1353,min-1,5,Co²⁺/Co³⁺; Mn³⁺/Mn⁴⁺; lattice oxygen,True,False
Wastewater-flocculation-substrate-derived-three-dimensiona_2023_Applied-Cata,Wastewater flocculation substrate derived three-dimensional ordered macroporous Co single-atom catalyst for singlet oxygen-dominated peroxymonosulfate activation,,2023,10.1016/j.apcatb.2023.122886,SAC,Co-NC-PS,Phenolic compound,bisphenol A,PMS,Non-radical,1O2,1O2,100,10,1.29,min-1,4,Co—N4,False,False
Yeast-biotemplate-assisted-fabrication-of-self-phosphorus-d_2024_Separation-,"Yeast-biotemplate-assisted fabrication of self-phosphorus doped Co3O4@C hollow architecture for ciprofloxacin degradation via peroxymonosulfate activation: Performance, mechanism and toxicity evaluation",,2023,10.1016/j.seppur.2023.125017,MOF-derived,P-doped Co3O4 integrated porous carbon hollow architecture,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2,1O2 and SO4•−,95,20,0.097,min-1,5,Co²⁺/Co³⁺ redox couple; oxygen vacancies; P-doping sites; C=C groups,False,False
ZIF-67-melamine-derived-hollow-N-doped-carbon-Co9S8-_2023_Journal-of-Environ,ZIF-67/melamine derived hollow N-doped carbon/CogS8 polyhedron to activate peroxymonosulfate for degradation of tetracycline,,2023,10.1016/j.jece.2023.109355,MOF-derived,N-doped carbon-wrapped CogS8,Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2,96.8,15,0.196,min-1,4,pyridinic N; Co-N; Co species; S2-; C-S-C; C-SOx,False,False
ZIF-8-derived-nitrogen-doped-porous-carbon-supported-_2023_Journal-of-Enviro,"ZIF-8-derived nitrogen-doped porous carbon supported CuFeO2 for sulfamethoxazole removal: Performances, degradation pathways and mechanisms",,2023,10.1016/j.jece.2023.109587,MOF-derived,CuFeO2/NC,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; •OH; 1O2,,100,30,0.166,min-1,4,pyridinic N; graphitic N; Cu(I)/Cu(II); Fe(II)/Fe(III); active oxygen,False,False
2D-MOF-derived-cobalt-and-nitrogen-doped-ultrathin-oxygen-ric_2023_Journal-o,2D MOF derived cobalt and nitrogen-doped ultrathin oxygen-rich carbon nanosheets for efficient Fenton-like catalysis: Tuning effect of oxygen functional groups in close vicinity to Co-N sites,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.130345,MOF-derived,Co-NC-700,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,75.9,15,0.088,min-1,3,Co-N sites close to hydroxyl groups,False,False
A-review-of-radical-and-non-radical-degradation-of-amoxicil_2022_Environment,A review of radical and non-radical degradation of amoxicilin by using different oxidation process systems,,2022,,,,Antibiotic,amoxicillin,,,,,,,,min-1,,,False,False
Accelerating-radical-generation-from-peroxymonosulfate-by-c_2022_Applied-Cat,Accelerating radical generation from peroxymonosulfate by confined variable Co species toward ciprofloxacin mineralization: ROs quantification and mechanisms elucidation,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121542,MOF-derived,"Co/CoO/Co3O4 @K,N,O-doped carbons",Antibiotic,ciprofloxacin,PMS,Radical,•OH; SO4•−; 1O2,•OH,100,40,0.327,min-1,6,Co°; Co²⁺; Co³⁺; defective carbon; K-doped sites,False,False
Accelerating-the-peroxymonosulfate-activation-and-charge-t_2022_Separation-a,Accelerating the peroxymonosulfate activation and charge transfer by construction of Fermi energy level-matched CoWO4/g-C3N4 photocatalyst for typical antibiotics degradation,,2022,10.1016/j.seppur.2022.122020,Metal oxide,2CoWO4/g-C3N4,Antibiotic,tetracycline hydrochloride,PMS,Both,SO4•−; •OH; 1O2; O2•−,1O2,99.9,10,,min-1,4,Co²⁺; interface between CoWO4 and g-C3N4,True,False
Activation-of-peroxymonosulfate--PMS--by-Co3O4-quantum-dots-dec_2021_Applied,Activation of peroxymonosulfate (PMS) by Co3O4 quantum dots decorated hierarchical C@Co3O4 for degradation of organic pollutants: Kinetics and radical-nonradical cooperation mechanisms,,2022,,MOF-derived,Co3O4 quantum dots decorated hierarchical C@Co3O4,Dye,Rhodamine B,PMS,Both,•OH; SO4•−; 1O2,•OH and 1O2,100,40,0.14752,min-1,5,Co3O4 quantum dots; oxygen functional groups; oxygen vacancy defects,False,False
Activation-of-peroxymonosulfate-by-a-waste-red-mud-support_2023_Chemical-Eng,Activation of peroxymonosulfate by a waste red mud-supported Co3O4 quantum dots under visible light for the degradation of levofloxacin,,2022,10.1016/j.cej.2022.139382,MOF-derived,Co3O4/RM-1200,Antibiotic,levofloxacin,PMS,Radical,SO4•−; h+,SO4•−,95.3,20,0.159,min-1,5,Co(II)/Co(III); Fe(II)/Fe(III); Fe-O-Co bond,True,False
Anchoring-single-atom-cobalt-on-two-dimensional-MXe_2021_Applied-Catalysis-B,Anchoring single atom cobalt on two-dimensional MXene for activation of peroxymonosulfate,,2022,,SAC,Co@Ti2-xN,Pharmaceutical,carbamazepine,PMS,Both,SO4•−; •OH,,100,2,,min-1,4,single atom Co; Ti vacancy defects,False,False
B-N-decorated-carbocatalyst-based-on-Fe-MOF-BN-as-an-eff_2022_Journal-of-Haz,"B,N-decorated carbocatalyst based on Fe-MOF/BN as an efficient peroxymonosulfate activator for bisphenol A degradation",Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2021.127832,Carbon-based,Fe@BPC-20BN,Phenolic compound,bisphenol A,PMS,Non-radical,•OH; SO4•−; O2•−; 1O2,1O2,93.3,90,,min-1,4,Fe species; -BCO2/-BC2O; pyridinic N; pyrrolic N,False,False
Bimetallic-zeolitic-imidazolate-framework-derived-nitrogen-do_2022_Journal-o,Bimetallic zeolitic imidazolate framework-derived nitrogen-doped porous carbon-coated CoFe2O4 core–shell composite with high catalytic performance for peroxymonosulfate activation in Rhodamine B degradation,Elsevier B.V.,2022,,MOF-derived,CoFe2O4 @NPC,Dye,Rhodamine B,PMS,Radical,SO4•−; •OH,SO4•−,99.05,20,0.0766,min-1,5,Co(II); Fe(III); pyridinic N; graphitic N,False,False
Biochar-supported-magnetic-ZIF-67-derivatives-act_2023_Colloids-and-Surfaces,Biochar supported magnetic ZIF-67 derivatives activated peroxymonosulfate for the degradation of ciprofloxacin: Radical and nonradical pathways,,2022,10.1016/j.colsurfa.2022.130559,MOF-derived,1.0-BC/CoNC,Antibiotic,Ciprofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2,95.9,30,,min-1,4,Co°; Co²+; Co³+; pyridinic N; graphitic N; C=O groups,False,False
Carbon-ink-modified---MnO2-as-a-peroxymonosulfate_2023_Colloids-and-Surfaces,Carbon ink modified α-MnO2 as a peroxymonosulfate activator for enhanced degradation of organic pollutants via a direct electron transfer process,,2022,10.1016/j.colsurfa.2022.130772,Metal oxide,IC-MnO2,Dye,Acid Orange 7,PMS,Non-radical,,,100,15,0.22,min-1,5,,False,False
Co-C-core-shell-nanostructures-anchored-on-carbon-c_2023_Journal-of-Environm,Co@C core-shell nanostructures anchored on carbon cloth for activation of peroxymonosulfate to degrade tetracycline,,2022,10.1016/j.jece.2022.109197,MOF-derived,Co@C/CC,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,99,10,0.0128,s-1,4,Co nanoparticles; N-doped carbon shell,False,False
Co-Zn-MOF-derived-Co-C-NCNTs-for-boosting-n_2022_Colloids-and-Surfaces-A--Ph,"Co,Zn-MOF derived Co@C-NCNTs for boosting non-radical oxidation of norfloxacin by peroxymonosulfate",,2022,10.1016/j.colsurfa.2022.129037,MOF-derived,Co@C-NCNTs-2,Antibiotic,norfloxacin,PMS,Non-radical,1O2; •OH; SO4•−,1O2,92,30,0.238,min-1,5,pyridine nitrogen; oxygen vacancies; metallic Co nanoparticles,False,False
Co3O4-C-PC-composite-derived-from-pomelo-peel-loaded-ZI_2022_Journal-of-Wate,C03O4/C-PC composite derived from pomelo peel-loaded ZIF-67 for activating peroxymonosulfate (PMS) to degrade ciprofloxacin,,2022,10.1016/j.jwpe.2022.103043,MOF-derived,Co3O4/C-PC,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2,SO4•− and 1O2,93.3,60,,min-1,5,Co²+/Co³+ redox couple; graphitic nitrogen; surface hydroxyl groups,False,False
Cobalt-atom-sites-anchored-on-sulfhydryl-decorated-_2023_Journal-of-Environm,Cobalt atom sites anchored on sulfhydryl decorated UiO-66 to activate peroxymonosulfate for norfloxacin degradation,,2022,10.1016/j.jece.2022.108972,SAC,Zr-MSA-Co,Antibiotic,Norfloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,,98.5,240,0.0142,min-1,,S-Co-S,False,False
Confinement-of-ZIF-derived-copper-cobalt-zinc-oxides-in_2022_Journal-of-Haza,Confinement of ZIF-derived copper-cobalt-zinc oxides in carbon framework for degradation of organic pollutants,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.129811,MOF-derived,CuCoZnO/C-350,Phenolic compound,phenol,PMS,Both,SO4•−; 1O2,1O2,100,10,0.666,min-1,10,Cu0.92Co2.08O4 shell; ZnCo2O4 core; carbon framework,False,False
Construction-of-dual-active-sites-on-diatomic-metal--F_2022_Applied-Catalysi,Construction of dual active sites on diatomic metal (FeCo-N/C-x) catalysts for enhanced Fenton-like catalysis,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121256,SAC,FeCo-N/C-3,Phenolic compound,phenol,PMS,Non-radical,1O2; high-valent FeCo=O,1O2 and high-valent FeCo=O,100,20,0.316,min-1,5,Fe(N3)-Co(N3) moiety; FeCo alloy,False,False
CuO-nanosheets-incorporated-scrap-steel-slag-coupled-with-per_2023_Environme,CuO nanosheets incorporated scrap steel slag coupled with persulfate catalysts for high-efficient degradation of sulfonamide from water,Environmental Research,2022,10.1016/j.envres.2022.114614,Metal oxide,CuO/SSS,Antibiotic,sulfonamide,PS,Radical,SO4•−; •OH; O2•−,,80.29,30,0.12,min-1,5,Cu(I/II); Cu(II/III); Fe(II/III),False,False
Degradation-of-Orange-II-by-Fe2O3-and-C_2021_Colloids-and-Surfaces-A--Physic,Degradation of Orange II by Fe2O3 and CeO2 nanocomposite when assisted by NaHSO3,,2022,,Metal oxide,Fe2O3@CeO2,Dye,Orange II,NaHSO3,Radical,SO4•−; •OH,,98.2,120,0.02847,min-1,3,,False,False
Design-and-synthesis-of---Fe2O3-MIL-53-Fe--compo_2023_Colloids-and-Surfaces-,Design and synthesis of α-Fe2O3/MIL-53(Fe) composite as a photo-Fenton catalyst for efficient degradation of tetracycline hydrochloride,,2022,10.1016/j.colsurfa.2022.130822,MOF-derived,α-Fe2O3/MIL-53(Fe),Antibiotic,tetracycline hydrochloride,H2O2,Radical,•OH; O2•−; h+; 1O2,•OH,95.5,40,0.0918,min-1,5,coordination unsaturated sites (CUSs); Fe(II)/Fe(III) redox couples,True,False
Doping-phosphorus-into-Co3O4--A-new-promising-pathway-to-bo_2022_Applied-Sur,Doping phosphorus into Co3O4: A new promising pathway to boost the catalytic activity for peroxymonosulfate activation,Applied Surface Science,2022,10.1016/j.apsusc.2021.151632,Metal oxide,P-doped Co3O4,Dye,rhodamine B,PMS,Both,SO4•−; •OH; 1O2,SO4•− and 1O2,100,40,0.139,min-1,10,electron-rich Co²⁺ sites; oxygen vacancies,False,False
Efficient-cobalt-based-metal-organic-framework-de_2022_Colloids-and-Surfaces,Efficient cobalt-based metal-organic framework derived magnetic Co@C-6oo Nanoreactor for peroxymonosulfate activation and oxytetracycline degradation,,2022,10.1016/j.colsurfa.2022.129234,MOF-derived,Co@C-600,Antibiotic,oxytetracycline,PMS,Both,SO4•−; •OH; 1O2,,89,15,0.327,min-1,10,Co°; sp²-hybrid carbon; C=O,False,False
Efficient-degradation-of-sulfadiazine-using-magn_2021_Colloids-and-Surfaces-,Efficient degradation of sulfadiazine using magnetically recoverable MnFe2O4/δ-MnO2 hybrid as a heterogeneous catalyst of peroxymonosulfate,Colloid and Surface A: Physicochemical and Engineering Aspects,2022,,Metal oxide,MnFe2O4/δ-MnO2,Antibiotic,sulfadiazine,PMS,Radical,SO4•−; •OH,SO4•−,100,30,0.1393,min-1,5,Mn2+/Mn3+/Mn4+; Fe3+/Fe2+,False,False
Electrochemical-activation-of-peroxymonosulfate-at-Ti-L_2022_Separation-and-,Electrochemical activation of peroxymonosulfate at Ti/La2O3-PbO2 anode to enhance the degradation of typical antibiotic wastewater,Separation and Purification Technology,2022,10.1016/j.seppur.2022.121164,Metal oxide,Ti/La2O3-PbO2,Antibiotic,cefadroxil,PMS,Both,SO4•−; •OH,•OH,98.07,60,0.066,min-1,5,PbO2(OH); PbO2(PMS*),False,True
Enhanced-activation-of-peroxymonosulfate-using-ternary-MOF_2023_Journal-of-H,Enhanced activation of peroxymonosulfate using ternary MOFs-derived MnCoFeO for sulfamethoxazole degradation: Role of oxygen vacancies,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.129912,MOF-derived,MnCoFeO-2,Antibiotic,sulfamethoxazole,PMS,Both,SO4•−; O2•−; 1O2,SO4•− and 1O2,100,5,1.7321,min-1,3,Fe(II)/Fe(III); Co(II)/Co(III); Mn(II)/Mn(III); oxygen vacancies; Lewis basic sites (C=O),False,False
Enhanced-degradation-of-4-Cholophenol-by-activation_2022_Journal-of-Environm,Enhanced degradation of 4-Cholophenol by activation of peroxymonosulfate with Fe-MOF@Mn2O3: Performance and mechanism,,2022,10.1016/j.jece.2022.108522,MOF-derived,Fe-MOF@Mn2O3,Phenolic compound,4-Chlorophenol,PMS,Both,SO4•−; •OH; 1O2; O2•−,,91.4,60,0.086,min-1,4,surface hydroxyl; Fe(II)/Fe(III); Mn(III)/Mn(IV),False,False
Enhanced-levofloxacin-degradation-by-hierarchical-porous_2023_Separation-and,Enhanced levofloxacin degradation by hierarchical porous Co3O4 with rich oxygen vacancies activating peroxymonosulfate: Performance and mechanism,,2022,10.1016/j.seppur.2022.122055,Metal oxide,hierarchical porous Co3O4,Antibiotic,levofloxacin,PMS,Both,SO4•−; •OH; O2•−,SO4•−,100,12,0.4555,min-1,5,Co2+; oxygen vacancies; surface hydroxyl groups,False,False
Enhancing-deep-mineralization-of-refractory-benzotriazole-v_2022_Journal-of-,"Enhancing deep mineralization of refractory benzotriazole via carbon nanotubes-intercalated cobalt copper bimetallic oxide nanosheets activated peroxymonosulfate process: Mechanism, degradation pathway and toxicity",Journal of Colloid and Interface Science,2022,10.1016/j.jcis.2022.07.162,MOF-derived,CoCuNS@CNTs,Other,benzotriazole,PMS,Radical,SO4•−; •OH; 1O2,SO4•−,99.5,60,0.072,min-1,4,Co(II); Cu(I); oxygen vacancies,False,False
Fabrication-of-a-3D-blocky-catalyst--CoMnOx-sponge--via-moorin_2022_Chemical,Fabrication of a 3D-blocky catalyst (CoMnOx@sponge) via mooring Co-Mn bimetallic oxide on sponge to activate peroxymonosulfate for convenient and efficient degradation of sulfonamide antibiotics,,2022,10.1016/j.cej.2022.137306,Metal oxide,CoMnOx@sponge,Antibiotic,sulfisoxazole,PMS,Both,SO4•−; •OH; 1O2,,100,5,1.83,min-1,20,Co(II); Mn(III),False,False
Facile-chemical-blowing-synthesis-of-interconnected-N-doped-carb_2022_Applie,Facile chemical blowing synthesis of interconnected N-doped carbon nanosheets coupled with Co3O4 nanoparticles as superior peroxymonosulfate activators for p-nitrophenol destruction: Mechanisms and degradation pathways,Applied Surface Science,2022,10.1016/j.apsusc.2022.153244,MOF-derived,Co3O4-NCNF,Phenolic compound,p-nitrophenol,PMS,Both,SO4•−; •OH; O2•−; 1O2,SO4•− and 1O2,98,30,0.137,min-1,4,Co3O4 nanoparticles; graphitic N,False,False
Facile-synthesis-of-N-rich-carbon-nanosheets-derived-fr_2023_Separation-and-,Facile synthesis of N-rich carbon nanosheets derived from antibiotic mycelial dregs as efficient catalysts for peroxymonosulfate activation,Separation and Purification Technology,2022,10.1016/j.seppur.2022.122571,Carbon-based,M-800-6,Dye,acid orange 7,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,surface-bound SO4•− and •OH,99.28,15,0.2676,min-1,3,graphitic N; structural defects; C=O groups,False,False
Fe-Co-redox-and-surficial-hydroxyl-potentiation-in-the_2022_Journal-of-Envir,Fe/Co redox and surficial hydroxyl potentiation in the FeCo2O4 enhanced Co3O4/persulfate process for TC degradation,Journal of Environmental Management,2022,10.1016/j.jenvman.2022.114855,Metal oxide,FeCo2O4/Co3O4,Antibiotic,tetracycline,PS,Radical,SO4•−; •OH,SO4•−,91.63,120,0.0142,min-1,5,Co(II); Fe(II); surface -OH groups,False,False
Fe3--Fe2--cycle-promoted-peroxymonosulfate-activation-wi_2022_Separation-and,Fe3+/Fe²+ cycle promoted peroxymonosulfate activation with addition of boron for sulfamethazine degradation: Efficiency and the role of boron,,2022,10.1016/j.seppur.2022.121596,Other,boron,Antibiotic,sulfamethazine,PMS,Radical,SO4•−; •OH; 1O2; O2•−; Fe(IV),•OH,98.9,3,1.029,min-1,4,,False,False
Generation-of-interfacial-high-spin-manganese-intermediates_2022_Applied-Cat,Generation of interfacial high-spin manganese intermediates as reactive oxidant during peroxymonosulfate activation mediated by amorphous MnOx supported on polymeric substrate,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121671,Other,Mn@PAS,Phenolic compound,bisphenol A,PMS,Non-radical,,,,,,min-1,,interfacial high-spin =MnIII-peroxy complex; =MnV-oxo species,False,False
Green-synthesis-of-stable-structure-spindle-FeCo-LDH-_2022_Journal-of-Water-,"Green synthesis of stable structure spindle FeCo-LDH through Fe-MOF template for efficient degradation of 2,4-D",,2022,10.1016/j.jwpe.2022.102602,MOF-derived,FeCo-10,Pesticide,"2,4-Dichlorophenoxyacetic acid",PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,100,12,0.426,min-1,5,Co—N; O—C=O; graphitic N; C=O,False,False
Highly-selective-production-of-singlet-oxygen-by-manipul_2023_Applied-Cataly,Highly selective production of singlet oxygen by manipulating the spin state of single-atom Co-N moieties and electron localization,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.122248,SAC,Co-SA/CMN,Pharmaceutical,17β-estradiol,PMS,Non-radical,1O2; SO4•−; •OH,1O2,100,10,0.41,min-1,5,single-atom Co-N4 moieties,False,False
Hofmann-MOF-derived-CoFeNi-nanoalloy-CNT-as-a-magnetic-a_2023_Journal-of-All,Hofmann-MOF-derived CoFeNi nanoalloy@CNT as a magnetic activator for peroxymonosulfate to degrade benzophenone-1 in water,Journal of Alloys and Compounds,2022,10.1016/j.jallcom.2022.165189,MOF-derived,CoFeNi@CNT (CFNC),Pharmaceutical,"2,4-dihydroxybenzophenone",PMS,Radical,SO4•−; •OH; 1O2,SO4•−,100,30,0.178,min-1,5,CoFeNi alloy nanoparticles,False,False
Hollow-multi-dimension-CoCeS-C-as-peroxymonosulfate-activa_2022_Journal-of-A,Hollow multi-dimension CoCeS/C as peroxymonosulfate activator toward ofloxacin degradation via coexisting free radical and nonradical pathways,Journal of Alloys and Compounds,2022,10.1016/j.jallcom.2022.164218,MOF-derived,CoCeS/C,Antibiotic,ofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•− and 1O2,93.1,15,18.539,mmol−1·L·min−1,4,Co2+/Co3+; Ce3+/Ce4+; S2−; oxygen vacancies,False,False
Identification-and-manipulation-of-active-centers-on-perovs_2022_Journal-of-,Identification and manipulation of active centers on perovskites to enhance catalysis of peroxymonosulfate for degradation of emerging pollutants in water,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2021.127384,Perovskite,SrCuO2,Antibiotic,ofloxacin,PMS,Both,SO4•−; •OH; 1O2,•OH,95,10,0.4573,min-1,5,surface oxygen vacancies; Cu centers,False,False
Identifying-the-role-of-oxygen-vacancy-on-cobalt-based-pe_2022_Applied-Catal,Identifying the role of oxygen vacancy on cobalt-based perovskites towards peroxymonosulfate activation for efficient iohexol degradation,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.121901,Perovskite,LaCoO3-Vo,Pharmaceutical,iohexol,PMS,Both,SO4•−; •OH; O2•−; 1O2,SO4•− and 1O2,100,30,0.335,min-1,4,cobalt cations,False,False
Improvement-of-peroxymonosulfate-utilization-efficiency-f_2023_Journal-of-Co,Improvement of peroxymonosulfate utilization efficiency for sulfamethazine degradation by photo-electron activating peroxymonosulfate: Performance and mechanism,Journal of Colloid and Interface Science,2022,10.1016/j.jcis.2022.11.079,MOF-derived,nitrogen-doped titania dioxide/carbon,Antibiotic,sulfamethazine,PMS,Both,SO4•−; •OH; 1O2; O2•−,"•OH, O2•−, 1O2",83.2,,0.0168,min-1,5,ketonic C=O groups; structural defects,True,False
Incorporation-of-atomically-dispersed-cobalt-in-the-2D-met_2023_Applied-Cata,Incorporation of atomically dispersed cobalt in the 2D metal-organic framework of a lamellar membrane for highly efficient peroxymonosulfate activation,Applied Catalysis B: Environmental,2022,10.1016/j.apcatb.2022.122344,SAC,CosA-PMOF,Antibiotic,moxifloxacin,PMS,Radical,SO4•−; •OH; 1O2; O2•−,SO4•−,100,6,0.91,min-1,5,CoN4,False,False
Insight-into-boron-doped-biochar-as-efficient-metal-free-c_2023_Journal-of-H,Insight into boron-doped biochar as efficient metal-free catalyst for peroxymonosulfate activation: Important role of -O-B-O- moieties,,2022,10.1016/j.jhazmat.2022.130479,Biochar,B@TBC#,Antibiotic,oxytetracycline,PMS,Both,SO4•−; •OH; 1O2; O2•−,,90.9,20,,min-1,,-O-B-O- moieties,False,False
MOFs-derived-magnetic-hierarchically-porous-CoFe2O4-C_2022_Colloids-and-Surf,"MOFs-derived magnetic hierarchically porous CoFe2O4-Co3O4 nanocomposite for interfacial radicals-induced catalysis to degrade chloramphenicol: Structure, performance and degradation pathway",Colloids and Surfaces A: Physicochemical and Engineering Aspects,2022,10.1016/j.colsurfa.2021.127859,MOF-derived,CoFe2O4-Co3O4 nanocomposite,Antibiotic,chloramphenicol,PMS,Radical,SO4•−; •OH,SO4•−,100,60,0.091,min-1,4,Co²⁺/Co³⁺; Fe²⁺/Fe³⁺,False,False
MgO-Co3O4-composite-activated-peroxymonosulfate-for-le_2023_Separation-and-P,MgO/Co3O4 composite activated peroxymonosulfate for levofloxacin degradation: Role of surface hydroxyl and oxygen vacancies,,2022,10.1016/j.seppur.2022.122560,Metal oxide,MgO/Co3O4,Antibiotic,levofloxacin,PMS,Both,SO4•−; 1O2,SO4•− and 1O2,96.93,20,0.9077,min-1,6,Co2+/Co3+; surface hydroxyl groups; oxygen vacancies,False,False
Modulating-the-electron-structure-of-Co-3d-in-Co3O4-x-WO2-72-_2023_Journal-o,Modulating the electron structure of Co-3d in Co3O4-x/WO2.72 for boosting peroxymonosulfate activation and degradation of sulfamerazine: Roles of high-valence W and rich oxygen vacancies,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.130576,Metal oxide,Co3O4-x/WO2.72,Antibiotic,sulfamerazine,PMS,Both,•OH; SO4•−; 1O2; O2•−,,100,2,3.09,min-1,5,Co(II)/Co(III); oxygen vacancies in Co3O4-x; W(V)/W(VI),False,False
Multiwall-carbon-nanotube-decorated-hemin-Mn-MOF_2022_Journal-of-Environment,Multiwall carbon nanotube decorated hemin/Mn-MOF towards BPA degradation through PMS activation,Journal of Environmental Chemical Engineering,2022,10.1016/j.jece.2022.108426,MOF-derived,CNT-hemin/Mn-MOF,Phenolic compound,Bisphenol A,PMS,Non-radical,1O2; •OH; SO4•−; O2•−,1O2,99.28,30,0.112,min-1,7,Mn/Fe redox couples; pyridinic N; graphitic N; CNT SP² sites,False,False
