id,title,authors,year,journal,doi
P469,Synergy of atomically dispersed Co–Fe pairs in nano-confined catalytic membranes enabling efficient water purification,,2024,,10.1016/j.apcatb.2024.124449
P470,Synthesis of Fe°/Fe3O4@porous carbon through a facile heat treatment of iron-containing candle soots for peroxymonosulfate activation and efficient degradation of sulfamethoxazole,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2020.124952
P471,Synthesis of ZIF-derived C-doping Co3O4/ ZnO membranes for enhanced removal of organics by peroxymonosulfate activation under visible-light,,2024,,10.1016/j.psep.2024.12.084
P472,"Tailoring FeIII spin states with N2,O2,Cl-coordination for highly selective peroxymonosulfate conversion to singlet oxygen",,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125573
P473,Tailoring single-atom FeN4 moieties as a robust heterogeneous catalyst for high-performance electro-Fenton treatment of organic pollutants,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.122116
P474,Tailoring surface morphology and electronic state of Ru/Co3O4 through ammonia borane reduction for boosting peroxymonosulfate to degrade tetracycline,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.128648
P475,Tailoring the coordination environment of cobalt in a single-atom catalyst through phosphorus doping for enhanced activation of peroxymonosulfate and thus efficient degradation of sulfadiazine,,2022,,10.1016/j.apcatb.2022.121408
P476,Tannic acid-mediated oxygen vacancies in broccoli-like CeO2@Carbon for enhanced photocatalytic peroxymonosulfate activation toward tetracycline degradation,,2025,Environmental Research,10.1016/j.envres.2025.123268
P477,Temperature-modulated morphological changes in MIL-88B(Fe)-derived iron-based materials triggering generation of the peroxymonosulfate nonradical pathway to degrade carbamazepine: The key role of iron nanoparticles and C––N,,2024,,10.1016/j.jcis.2024.09.102
P478,Tetracycline degradation by activated persulfate with enhancement of ZIF-67 loaded wood-microreactor,,2024,Journal of Environmental Chemical Engineering,10.1016/j.jece.2024.111901
P479,The POM@MOF hybrid derived hierarchical hollow Mo/Co bimetal oxides nanocages for efficiently activating peroxymonosulfate to degrade levofloxacin,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126360
P480,The efficient degradation of sulfisoxazole by singlet oxygen (1 O2) derived from activated peroxymonosulfate (PMS) with Co3O4–SnO2/RSBC,,2020,,10.1016/j.envres.2020.109665
P481,The insight into effects of oxygen vacancy on the activation of peroxymonosulfate via MOF-derived magnetic CoFe2O4 for degrading organic contaminants,,2022,,10.1016/j.colsurfa.2022.130266
P482,The insights into facet-dependent catalytic performance of Cu2O in peroxymonosulfate activation for effective degradation of antibiotics,,2024,,10.1016/j.seppur.2024.128318
P483,The overlooked role of Co(OH)2 in Co3O4 activated PMS system: Suppression of Co2+ leaching and enhanced degradation performance of antibiotics with rGO,,2022,,10.1016/j.seppur.2022.122203
P484,The overlooked role of diferent Fe-N4Cx configuration in single atom catalyst for efficient peroxymonosulfate activation,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124296
P485,The removal of antibiotic resistance bacteria and genes and inhibition of RP4 plasmid-mediated conjugative transfer by citric acid chelated Fe(II) catalyzing peroxymonosulfate systems: Performance and mechanisms,,2024,,10.1016/j.cej.2024.156297
P486,The single atom Fe loaded catalytic membrane for effective peroxymonosulfate activation and pollution degradation,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124243
P487,The structure-dependent performance and peroxymonosulfate activation mechanism of vacancy-rich Co3S4 hollow nanocages for water purification,,2023,,10.1016/j.colsurfa.2023.133083
P488,The surface asymmetric site regulation of carbon nitride oxide enabling peroxymonosulfate activation for degrading tetracycline,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.127211
P489,Thiophene-based MOF induced active Co catalysts anchored on heteroatom doped carbon for efficient Fenton-like catalysis,,2024,,10.1016/j.jece.2024.115229
P490,Three-dimensional interface engineering via CoMoO4@Co3O4 immobilized on nickel foam for sulfamethoxazole degradation with enhanced electron transfer and high-efficiency peroxymonosulfate activation,,2025,,10.1016/j.apcatb.2025.125453
P491,Three-dimensional polymetallic phosphides nano-array on nickel foam as peroxymonosulfate activator for efficient degradation of tetracycline hydrochloride: Performance and mechanisms,,2025,,10.1016/j.seppur.2025.134685
P492,Three-dimensional rGO/CNT/g-C3N4 macro discs as an efficient peroxymonosulfate activator for catalytic degradation of sulfamethoxazole,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.132400
P493,Ti3C2-based MXene anchoring single-atom Co as a long-lasting peroxymonosulfate activator enabling efficient water decontamination: Deciphering the critical role of titanium vacancies,,2024,,10.1016/j.apcatb.2024.124966
P494,Transformation of tetracycline antibiotics during water treatment with unactivated peroxymonosulfate,,2019,,10.1016/j.cej.2019.122378
P495,Trimetallic MOF–derived Fe–Mn–Sn oxide heterostructure enabling exceptional catalytic degradation of organic pollutants,,2024,,10.1016/j.jcis.2024.10.098
P496,Tubular nanofiber membranes combined with Z-scheme CuS@Co3S4 heterojunction catalyst for high-efficient removal of polyvinyl alcohol from waste water with high COD,,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.136354
P497,Two-step pyrolysis to anchor ultrahigh-density single-atom FeN5 sites on carbon nitride for efficient Fenton-like catalysis near 0 °C,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121900
P498,Ultrafast decomposition of refractory organics by electric field enhanced permanganate/peroxymonosulfate process,,2024,,10.1016/j.cej.2024.158744
P499,Ultrafast degradation of tetracycline via peroxymonosulfate activation using ZIF-8 modified biochar-supported MgAl/LDH,,2025,,10.1016/j.jece.2025.116860
P500,Ultralow-peroxymonosulfate-initiated dissolved oxygen activation for micropollutant decomposition by an asymmetric single-site metal (Fe-N2O1S1) catalyst,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125175
P501,Uncovering the pathway of peroxymonosulfate activation over Coo.5Zn0.5O nanosheets for singlet oxygen generation: Performance and membrane application,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.122429
P502,Understanding of interfacial molecular interactions and inner-sphere reaction mechanism in heterogeneous Fenton-like catalysis on Mn-N4 site,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123619
P503,Understanding the effect of high single-atom site density for singlet oxygen generation via peroxymonosulfate activation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125673
P504,Unraveling the discriminative mechanisms for peroxy activation via atomically dispersed Fe-N5 sites for tunable water decontamination,,2023,,10.1016/j.apcatb.2023.123240
P505,Unraveling the intrinsic mechanism behind the selective oxidation of sulfonamide antibiotics in the Mn(II)/periodate process: The overlooked surface-mediated electron transfer process,,2023,,10.1016/j.watres.2023.120507
P506,Unraveling the metal size-dependent origin in activating peracetic acid with cobalt single atoms: Collaboration of radical and non-radical mechanisms,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125252
P507,Unraveling the underlying contribution of 1 O2 to pollutant degradation during peroxymonosulfate activation by chloride,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125446
P508,Unsaturated single-atom CoN3 sites for improved fenton-like reaction towards high-valent metal species,,2023,,10.1016/j.apcatb.2023.122368
P509,Unusually improved peracetic acid activation for ultrafast organic compound removal through redox-inert Mg incorporation into active Co3O4,,2024,,10.1016/j.apcatb.2024.124601
P510,Unveiling enhanced electron-mediated peroxymonosulfate activation for degradation of emerging organic pollutants,,2023,,10.1016/j.apcatb.2023.123356
P511,Unveiling the radical to nonradical pathway transformation in peroxymonosulfate activation by Zn hyperaccumulator-derived biochar pyrolyzed at different temperatures,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124982
P512,Unveiling the structure-activity relationships of ofloxacin degradation by Co3O4-activated peroxymonosulfate: From microstructures to exposed facets,,2023,,10.1016/j.cej.2023.143396
P513,Unveiling the transformation products and toxicity of paralytic shellfish toxins under photodegradation and peroxymonosulfate oxidation,,2025,,10.1016/j.jhazmat.2025.140313
P514,Valorization of manganese residue to construct amorphous MnO2/ α-Fe2O3@geopolymer Z-scheme heterojunction for efficient Cr(VI) reduction and ciprofloxacin degradation,,2023,,10.1016/j.jclepro.2023.136634
P515,Visible-light enhanced peroxymonosulfate activation on Co3O4/MnO2 for the degradation of tetracycline: Cooperation of radical and non-radical mechanisms,,2023,,10.1016/j.seppur.2023.123779
P516,Visible light for enhancing the reusability of MOF-derived Fe2O3@MoS2 heterojunction in the rapid degradation of Cu-EDTA by activated peroxymonosulfate: Performance and mechanism,,2025,,10.1016/j.jhazmat.2025.138669
P517,Visible light-peroxomonosulfate coactivation via CuOx/Fe2O3 composites for efficient degradation of tetracycline and bimetallic mechanisms,,2025,,10.1016/j.jwpe.2025.108363
P518,Wastewater flocculation substrate derived three-dimensional ordered macroporous Co single-atom catalyst for singlet oxygen-dominated peroxymonosulfate activation,,2023,,10.1016/j.apcatb.2023.122886
P519,Why the cooperation of radical and non-radical pathways in PMS system leads to a higher efficiency than a single pathway in tetracycline degradation,,2021,,
P520,"Yeast-biotemplate-assisted fabrication of self-phosphorus doped Co3O4@C hollow architecture for ciprofloxacin degradation via peroxymonosulfate activation: Performance, mechanism and toxicity evaluation",,2023,,10.1016/j.seppur.2023.125017
P521,Yolk-shell structured Co3O4 catalyst modified ceramic membrane synergistically improved wastewater purification and membrane fouling mitigation,,2024,,10.1016/j.cej.2024.157690
P522,Z-scheme TiO2 derived from MIL-125(Ti)/g-C3N5 heterojunction for enhanced photocatalytic degradation of sulfadiazine via peroxymonosulfate activation,,2025,,10.1016/j.jece.2025.115910
P523,Z-scheme p-n Co3O4@FeVO4 heterojunction-assisted peroxymonosulfate activation under visible light for boosted degradation of antibiotics: Enhanced intrinsic electric field and broadened visible-light absorption,,2025,,10.1016/j.envres.2025.121624
P524,"ZIF-67-derived NiCo-MOF for catalytic activation of peroxymonosulfate to degrade norfloxacin: Mechanism, degradation pathway, and toxicity analysis",,2025,,10.1016/j.jwpe.2025.108556
P525,ZIF-67/melamine derived hollow N-doped carbon/CogS8 polyhedron to activate peroxymonosulfate for degradation of tetracycline,,2023,,10.1016/j.jece.2023.109355
P526,"ZIF-8-derived nitrogen-doped porous carbon supported CuFeO2 for sulfamethoxazole removal: Performances, degradation pathways and mechanisms",,2023,,10.1016/j.jece.2023.109587
P527,ZIF-derived CoFe2O4/Fe2O3 combined with g-C3N4 as high-efficient photocatalysts for enhanced degradation of levofloxacin in the presence of peroxymonosulfate,,2022,Journal of Alloys and Compounds,10.1016/j.jallcom.2022.165338
P528,ZSM-5-(C@Fe) activated peroxymonosulfate for effectively degrading ciprofloxacin: In-depth analysis of degradation mode and degradation path,,2020,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2020.123024
P529,Zeolitic imidazolate framework (ZIF-8)/polyacrylonitrile derived millimeter-sized hierarchical porous carbon beads for peroxymonosulfate catalysis,,2022,Environmental Research,10.1016/j.envres.2021.112618
P530,Zeolitic-imidazolate framework-derived N-self-doped porous carbons with ultrahigh theoretical adsorption capacities for tetracycline and ciprofloxacin,,2020,,10.1016/j.jece.2020.104938
P531,Zn-MOF derived from waste plastic bottles activated peroxymonosulfate for the degradation of oxytetracycline: Process mechanism and toxicological analysis,,2025,,10.1016/j.cej.2025.170288
